592,502,656,502,656,533,592,533,0.99973077
432,548,832,548,832,581,432,581,0.999716
320,330,736,330,736,360,320,360,0.9997129
560,378,832,378,832,407,560,407,0.9997086
320,255,432,255,432,276,320,276,0.9997013
320,377,496,377,496,406,320,406,0.99969876
320,429,768,429,768,469,320,469,0.9996959
320,30,912,30,912,60,320,60,0.9996922
448,273,800,273,800,302,448,302,0.99969125
416,67,816,67,816,93,416,93,0.9996866
320,500,480,500,480,524,320,524,0.9996817
368,172,832,172,832,214,368,214,0.99967253
16,560,352,560,352,592,16,592,0.9996723
368,115,864,115,864,156,368,156,0.9996675
