592,317,752,317,752,346,592,346,0.9997545
336,379,496,379,496,410,336,410,0.9997472
432,53,832,53,832,84,432,84,0.9996984
336,332,592,332,592,362,336,362,0.99969435
336,488,896,488,896,535,336,535,0.9996903
384,172,848,172,848,215,384,215,0.9996867
384,105,880,105,880,148,384,148,0.9996785
336,424,720,424,720,460,336,460,0.99966955
64,563,384,563,384,594,64,594,0.9996625
480,273,832,273,832,305,480,305,0.99965596
576,373,848,373,848,408,576,408,0.99963665
416,532,880,532,880,565,416,565,0.99963605
320,248,448,248,448,270,320,270,0.99963546
0,404,64,404,64,433,0,433,0.99963284
320,21,928,21,928,49,320,49,0.9996308
