544,375,816,375,816,402,544,402,0.99971956
304,25,912,25,912,57,304,57,0.99971896
304,326,720,326,720,353,304,353,0.99971884
304,428,720,428,720,461,304,461,0.9997142
496,256,736,256,736,283,496,283,0.9997087
304,373,464,373,464,399,304,399,0.9997056
400,63,800,63,800,90,400,90,0.9997011
304,252,416,252,416,274,304,274,0.9996991
304,498,864,498,864,541,304,541,0.99969745
352,112,848,112,848,153,352,153,0.99969566
352,164,832,164,832,210,352,210,0.9996948
560,548,672,548,672,577,560,577,0.9996928
0,560,336,560,336,585,0,585,0.999686
