591,317,752,316,752,346,592,347,0.9997545
334,386,496,379,497,405,336,412,0.9997472
431,56,832,52,832,81,432,85,0.9996984
335,338,592,331,592,358,336,365,0.99969435
336,485,897,504,896,535,334,516,0.9996903
383,174,848,174,848,214,384,214,0.9996867
383,108,880,104,880,144,384,149,0.9996785
335,434,720,425,720,455,336,464,0.99966955
63,567,384,563,384,592,64,596,0.9996625
479,276,832,271,832,301,480,306,0.99965596
574,383,848,372,849,400,576,410,0.99963665
415,534,880,530,880,563,416,566,0.99963605
319,248,448,248,448,270,320,270,0.99963546
0,403,65,405,64,435,-1,432,0.99963284
319,21,928,19,928,48,320,50,0.9996308
