575,456,720,455,720,487,576,488,0.9997205
415,60,816,53,816,82,416,89,0.99970776
319,251,448,249,448,271,320,273,0.9997073
319,325,752,318,752,346,320,353,0.9997067
320,424,800,426,800,457,319,455,0.9997044
367,110,864,103,864,145,368,152,0.9997019
319,373,512,373,512,398,320,399,0.9996959
320,495,848,498,848,531,319,527,0.99969375
15,567,352,566,352,593,16,594,0.9996935
366,170,848,156,849,197,368,210,0.9996902
559,543,720,540,720,571,560,574,0.9996872
479,262,768,259,768,290,480,294,0.9996867
303,27,912,19,912,47,304,55,0.9996861
559,369,832,366,832,394,560,396,0.9996793
