384,180,816,182,816,223,383,221,0.9997396
400,533,864,538,864,569,399,563,0.99972755
320,486,945,510,944,539,318,515,0.99968445
319,248,800,245,800,273,320,276,0.99968123
319,432,752,429,752,459,320,462,0.99967587
47,564,368,558,368,586,48,593,0.999671
318,387,480,379,481,405,320,413,0.99967015
320,30,912,33,912,60,319,58,0.9996691
318,342,736,323,737,350,320,370,0.99966407
416,65,816,67,816,94,415,92,0.9996599
368,114,864,117,864,156,367,153,0.9996588
544,462,721,470,720,501,542,493,0.99965465
559,388,832,380,832,407,560,415,0.999653
