303,248,832,247,832,277,304,278,0.99978644
304,480,834,513,832,546,301,513,0.99977237
304,31,912,32,912,62,303,61,0.99976355
302,343,720,323,721,352,304,372,0.9997632
304,430,752,431,752,463,303,461,0.9997563
302,387,464,378,465,405,304,414,0.99975544
352,114,864,117,864,160,351,158,0.9997422
543,388,816,383,816,413,544,417,0.999741
399,67,816,67,816,95,400,95,0.99973637
48,549,352,551,352,581,47,578,0.9997154
464,529,753,540,752,573,462,561,0.9997094
352,180,816,183,816,225,351,222,0.9997087
