590,503,656,501,657,532,592,534,0.99973077
431,548,832,547,832,580,432,581,0.999716
320,328,736,331,736,360,319,356,0.9997129
560,376,832,379,832,408,559,404,0.9997086
320,254,432,254,432,277,319,277,0.9997013
320,375,496,381,496,406,319,400,0.99969876
320,426,768,439,768,469,319,456,0.9996959
320,30,912,35,912,62,319,57,0.9996922
448,272,800,273,800,303,447,302,0.99969125
416,66,816,67,816,94,415,93,0.9996866
320,498,480,500,480,524,319,523,0.9996817
367,178,832,173,832,212,368,217,0.99967253
16,559,352,569,352,595,15,585,0.9996723
368,114,864,117,864,158,367,155,0.9996675
