543,375,816,374,816,403,544,403,0.99971956
303,29,912,24,912,53,304,58,0.99971896
303,327,720,325,720,353,304,355,0.99971884
304,425,720,432,720,460,303,453,0.9997142
495,257,736,256,736,283,496,285,0.9997087
303,375,464,374,464,399,304,401,0.9997056
399,64,800,61,800,88,400,91,0.9997011
303,252,416,251,416,274,304,276,0.9996991
304,493,864,507,864,539,303,525,0.99969745
351,111,848,110,848,153,352,154,0.99969566
351,175,832,165,832,204,352,214,0.9996948
560,547,672,547,672,577,559,577,0.9996928
0,560,336,563,336,587,0,584,0.999686
