432,55,848,58,848,89,431,87,0.99976104
16,563,352,569,352,598,15,591,0.9997607
432,265,848,267,848,298,431,296,0.99975675
384,107,880,109,880,150,383,148,0.99974614
431,547,864,547,864,579,432,579,0.9997451
383,167,864,163,864,206,384,210,0.9997273
576,370,848,374,848,403,575,398,0.9997229
320,242,448,244,448,271,319,268,0.9997166
320,493,880,508,880,538,319,524,0.9997092
320,321,752,324,752,353,319,350,0.99970764
320,422,896,431,896,462,319,453,0.99970704
320,367,496,373,496,401,319,395,0.9996983
320,20,944,24,944,53,319,50,0.99969816
