368,174,816,175,816,216,367,216,0.999696
558,382,832,373,833,401,560,411,0.99969137
319,432,800,423,800,452,320,461,0.9996885
303,244,832,238,832,268,304,273,0.99967957
304,482,849,503,848,534,302,514,0.9996731
31,566,368,556,368,586,32,595,0.99967146
302,339,736,315,737,345,304,368,0.99967134
495,531,768,530,768,563,496,564,0.999668
302,386,496,373,497,400,304,413,0.99966764
304,23,896,30,896,59,303,52,0.9996661
352,107,848,110,848,154,351,151,0.9996643
400,60,800,63,800,91,399,88,0.9996635
