576,316,720,316,720,344,576,344,0.99972457
560,370,816,370,816,403,560,403,0.99971277
416,65,800,65,800,91,416,91,0.9997111
320,250,448,250,448,270,320,270,0.99971
320,374,480,374,480,406,320,406,0.999708
320,329,576,329,576,361,320,361,0.99969184
320,30,896,30,896,58,320,58,0.9996916
16,400,64,400,64,421,16,421,0.9996741
480,491,864,491,864,521,480,521,0.9996728
320,479,480,479,480,504,320,504,0.99966955
464,272,800,272,800,304,464,304,0.99966705
320,420,704,420,704,454,320,454,0.99966204
368,176,816,176,816,216,368,216,0.99966145
368,112,848,112,848,152,368,152,0.9996592
64,553,368,553,368,584,64,584,0.99965847
400,523,848,523,848,555,400,555,0.99965656
